file_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
D:/depression_detect/datasets/cremad/1001_DFA_ANG_XX.wav,-306.02740478515625,92.67023468017578,8.491312980651855,23.965402603149414,7.477992534637451,-5.759455680847168,-11.883088111877441,-9.676735877990723,-3.9967470169067383,-13.35256290435791,0.4081971347332001,-9.70948600769043,-6.127124309539795,1
D:/depression_detect/datasets/cremad/1001_DFA_DIS_XX.wav,-346.3996276855469,95.83911895751953,10.51628303527832,31.61921501159668,15.872088432312012,-6.845447063446045,-6.629935264587402,-4.978727340698242,-5.310654163360596,-10.283517837524414,-2.5343666076660156,-7.25538969039917,-6.153906345367432,0
D:/depression_detect/datasets/cremad/1001_DFA_FEA_XX.wav,-321.4202575683594,94.76091003417969,8.155397415161133,23.3232421875,11.719156265258789,-7.116331100463867,-8.53480339050293,-4.9969658851623535,-4.9944000244140625,-13.706509590148926,-3.3574137687683105,-8.45417308807373,-6.561940670013428,0
D:/depression_detect/datasets/cremad/1001_DFA_HAP_XX.wav,-303.3037414550781,92.52889251708984,4.231231212615967,27.97013282775879,10.869824409484863,-11.878344535827637,-10.095111846923828,-7.149730682373047,-7.651759624481201,-17.085899353027344,-0.20102493464946747,-8.867323875427246,-9.357766151428223,0
D:/depression_detect/datasets/cremad/1001_DFA_NEU_XX.wav,-335.49591064453125,100.393310546875,9.38493537902832,30.160905838012695,11.466774940490723,-3.333669900894165,-8.350987434387207,-9.757345199584961,-6.079326629638672,-12.109532356262207,1.537680745124817,-9.795645713806152,-3.472060203552246,0
D:/depression_detect/datasets/cremad/1001_DFA_SAD_XX.wav,-365.18560791015625,97.09255981445312,15.737348556518555,34.22102737426758,18.32343864440918,-4.581418514251709,-6.389639377593994,-4.885023593902588,-4.770392894744873,-10.993267059326172,-1.711134672164917,-8.973212242126465,-5.371083736419678,1
D:/depression_detect/datasets/cremad/1001_IEO_ANG_HI.wav,-270.1803283691406,92.6446762084961,4.134922027587891,10.847631454467773,-8.362822532653809,0.5843760371208191,-7.60050630569458,-11.471553802490234,-4.967711925506592,-15.289151191711426,6.568862438201904,-13.339165687561035,-6.8789286613464355,1
D:/depression_detect/datasets/cremad/1001_IEO_ANG_LO.wav,-360.06622314453125,109.19343566894531,12.335655212402344,22.731332778930664,6.942800045013428,1.8647584915161133,-4.8600945472717285,-5.740464687347412,-3.9267449378967285,-12.500737190246582,2.2256698608398438,-8.597421646118164,-7.158304214477539,1
D:/depression_detect/datasets/cremad/1001_IEO_ANG_MD.wav,-333.4996643066406,107.17393493652344,10.298349380493164,18.224262237548828,0.7590174674987793,2.7953925132751465,-5.992715835571289,-13.53823184967041,-3.927396535873413,-11.003769874572754,6.022344589233398,-13.519104957580566,-6.353114128112793,1
D:/depression_detect/datasets/cremad/1001_IEO_DIS_HI.wav,-314.37982177734375,94.22846984863281,3.8098673820495605,21.989120483398438,-0.46367427706718445,-0.9600560665130615,-8.169246673583984,-8.779708862304688,-1.5632715225219727,-11.453566551208496,2.1685423851013184,-9.735218048095703,-4.77112340927124,0
D:/depression_detect/datasets/cremad/1001_IEO_DIS_LO.wav,-402.62298583984375,106.91312408447266,19.912288665771484,18.792428970336914,11.055607795715332,5.017659664154053,4.765214920043945,-4.2692766189575195,-8.404423713684082,-8.153691291809082,-0.4702324867248535,-10.569258689880371,-6.025447368621826,0
D:/depression_detect/datasets/cremad/1001_IEO_DIS_MD.wav,-359.1291809082031,103.51354217529297,16.054075241088867,15.792935371398926,7.034878730773926,3.8654239177703857,-2.5784389972686768,-10.458013534545898,-5.157210350036621,-9.219244956970215,2.833753824234009,-11.023621559143066,-3.252269983291626,0
D:/depression_detect/datasets/cremad/1001_IEO_FEA_HI.wav,-282.050048828125,93.4216537475586,1.9224166870117188,12.549127578735352,-1.2334513664245605,-1.3849384784698486,-6.286678314208984,-9.175270080566406,-8.277505874633789,-14.062582969665527,3.5188052654266357,-9.431788444519043,-2.4112095832824707,0
D:/depression_detect/datasets/cremad/1001_IEO_FEA_LO.wav,-342.2388610839844,100.36797332763672,18.70179557800293,17.385332107543945,3.631138563156128,3.8040401935577393,-2.576406240463257,-10.176669120788574,-8.347963333129883,-11.221912384033203,6.396546840667725,-7.575192928314209,-4.147126197814941,0
D:/depression_detect/datasets/cremad/1001_IEO_FEA_MD.wav,-319.06622314453125,98.45099639892578,11.072928428649902,16.455577850341797,-0.022970125079154968,-0.1972484588623047,-2.4655933380126953,-8.625199317932129,-7.483103275299072,-12.563644409179688,3.474397897720337,-9.617585182189941,-6.099114894866943,0
D:/depression_detect/datasets/cremad/1001_IEO_HAP_HI.wav,-236.6514434814453,82.385986328125,-10.377083778381348,5.569653511047363,-6.288114070892334,-4.608173847198486,-9.10925579071045,-12.822047233581543,-8.75886058807373,-12.880166053771973,4.710361003875732,-10.659064292907715,-7.208701133728027,0
D:/depression_detect/datasets/cremad/1001_IEO_HAP_LO.wav,-348.8114929199219,102.54649353027344,14.106907844543457,22.10392189025879,3.3461151123046875,6.197010040283203,-4.945971488952637,-10.076104164123535,-6.466466426849365,-11.836277961730957,5.065985202789307,-11.534022331237793,-4.294049263000488,0
D:/depression_detect/datasets/cremad/1001_IEO_HAP_MD.wav,-334.7137451171875,99.00493621826172,11.194511413574219,18.256765365600586,3.436807870864868,2.094630241394043,-5.703311443328857,-11.28171157836914,-7.773894309997559,-10.69969654083252,3.970524311065674,-9.426506042480469,-5.390987873077393,0
D:/depression_detect/datasets/cremad/1001_IEO_NEU_XX.wav,-359.3059387207031,100.23790740966797,19.42156410217285,21.46792221069336,8.302713394165039,3.223154306411743,-1.99347984790802,-9.003595352172852,-6.835286617279053,-8.121010780334473,3.1189234256744385,-12.005446434020996,-1.6075191497802734,0
D:/depression_detect/datasets/cremad/1001_IEO_SAD_HI.wav,-373.7121276855469,109.28758239746094,19.553308486938477,20.77796173095703,12.320392608642578,-2.2856557369232178,-5.024422645568848,-7.977646350860596,-6.4676642417907715,-8.772101402282715,1.0034083127975464,-8.658758163452148,-6.828917503356934,1
D:/depression_detect/datasets/cremad/1001_IEO_SAD_LO.wav,-378.1007995605469,110.46162414550781,23.815860748291016,18.992572784423828,9.773390769958496,2.245950222015381,-5.2454447746276855,-7.085546016693115,-7.447488784790039,-10.385157585144043,1.9413580894470215,-8.054309844970703,-4.292848587036133,1
D:/depression_detect/datasets/cremad/1001_IEO_SAD_MD.wav,-365.1347351074219,112.83180236816406,17.27484703063965,20.055116653442383,9.224936485290527,-3.307029962539673,-6.01186990737915,-9.456337928771973,-6.410624980926514,-11.048569679260254,2.821342706680298,-5.047010898590088,-5.594614028930664,1
D:/depression_detect/datasets/cremad/1001_IOM_ANG_XX.wav,-330.06219482421875,99.3440933227539,6.539261817932129,34.687217712402344,7.75270938873291,-4.5078535079956055,-4.416452884674072,-10.334470748901367,-5.783787250518799,-13.824581146240234,-0.42846497893333435,-10.580196380615234,-7.84921932220459,1
D:/depression_detect/datasets/cremad/1001_IOM_DIS_XX.wav,-375.4411926269531,105.68006134033203,16.526451110839844,31.41728401184082,13.154474258422852,-6.753152370452881,0.3442017734050751,-5.600592136383057,-11.284393310546875,-10.907323837280273,0.2878122329711914,-10.996977806091309,-5.79881477355957,0
D:/depression_detect/datasets/cremad/1001_IOM_FEA_XX.wav,-287.6041259765625,96.18132019042969,3.4462077617645264,37.569610595703125,6.045674800872803,-8.070045471191406,-5.969067573547363,-10.294983863830566,-7.7609429359436035,-16.250913619995117,0.9935988783836365,-8.768343925476074,-9.982224464416504,0
D:/depression_detect/datasets/cremad/1001_IOM_HAP_XX.wav,-320.9286193847656,99.3425064086914,13.585084915161133,30.10807991027832,2.2452430725097656,-6.493819236755371,-0.5742384791374207,-11.18226146697998,-10.092662811279297,-13.674298286437988,-1.0076169967651367,-11.865166664123535,-9.350987434387207,0
D:/depression_detect/datasets/cremad/1001_IOM_NEU_XX.wav,-355.1894226074219,105.06928253173828,15.682560920715332,32.02047348022461,4.26220703125,-1.1772910356521606,-0.217864528298378,-9.334904670715332,-6.914676189422607,-15.692429542541504,0.35435962677001953,-8.1039457321167,-9.010103225708008,0
D:/depression_detect/datasets/cremad/1001_IOM_SAD_XX.wav,-352.7873840332031,109.33949279785156,12.2288179397583,29.719228744506836,7.966109275817871,-6.503591537475586,1.2316638231277466,-6.075720310211182,-13.609247207641602,-10.701472282409668,1.8714933395385742,-8.486855506896973,-6.716943740844727,1
D:/depression_detect/datasets/cremad/1001_ITH_ANG_XX.wav,-299.3816833496094,100.5864028930664,-1.0289386510849,21.073305130004883,10.283516883850098,-5.675363540649414,-9.639864921569824,-8.178217887878418,-4.391294479370117,-11.046256065368652,2.551995277404785,-10.777922630310059,-10.20214557647705,1
D:/depression_detect/datasets/cremad/1001_ITH_DIS_XX.wav,-321.9673767089844,93.63581085205078,-0.28045207262039185,25.003522872924805,8.97834300994873,-1.7322628498077393,-2.6667227745056152,-5.539177417755127,-5.326683044433594,-8.061408042907715,2.270434617996216,-12.29448413848877,-4.352331638336182,0
